"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - United Kingdom (UK)","Actual Total Load [MW] - United Kingdom (UK)"
"14.11.2024 08:30 - 14.11.2024 09:00","N/A","778"
"14.11.2024 09:00 - 14.11.2024 09:30","N/A","881"
"14.11.2024 09:30 - 14.11.2024 10:00","N/A","995"
"14.11.2024 10:00 - 14.11.2024 10:30","N/A","1061"
"14.11.2024 10:30 - 14.11.2024 11:00","N/A","1072"
"14.11.2024 11:00 - 14.11.2024 11:30","N/A","1091"
"14.11.2024 11:30 - 14.11.2024 12:00","N/A","1114"
"14.11.2024 12:00 - 14.11.2024 12:30","N/A","1123"
"14.11.2024 12:30 - 14.11.2024 13:00","N/A","1119"
"14.11.2024 13:00 - 14.11.2024 13:30","N/A","1131"
"14.11.2024 13:30 - 14.11.2024 14:00","N/A","1127"
"14.11.2024 14:00 - 14.11.2024 14:30","N/A","1130"
"14.11.2024 14:30 - 14.11.2024 15:00","N/A","1138"
"14.11.2024 15:00 - 14.11.2024 15:30","N/A","1129"
"14.11.2024 15:30 - 14.11.2024 16:00","N/A","1103"
"14.11.2024 16:00 - 14.11.2024 16:30","N/A","1097"
"14.11.2024 16:30 - 14.11.2024 17:00","N/A","1095"
"14.11.2024 17:00 - 14.11.2024 17:30","N/A","1094"
"14.11.2024 17:30 - 14.11.2024 18:00","N/A","1117"
"14.11.2024 18:00 - 14.11.2024 18:30","N/A","1147"
"14.11.2024 18:30 - 14.11.2024 19:00","N/A","1208"
"14.11.2024 19:00 - 14.11.2024 19:30","N/A","1285"
"14.11.2024 19:30 - 14.11.2024 20:00","N/A","1298"
"14.11.2024 20:00 - 14.11.2024 20:30","N/A","1263"
"14.11.2024 20:30 - 14.11.2024 21:00","N/A","1225"
"14.11.2024 21:00 - 14.11.2024 21:30","N/A","1174"
"14.11.2024 21:30 - 14.11.2024 22:00","N/A","1145"
"14.11.2024 22:00 - 14.11.2024 22:30","N/A","1095"
"14.11.2024 22:30 - 14.11.2024 23:00","N/A","1069"
"14.11.2024 23:00 - 14.11.2024 23:30","N/A","1028"
"14.11.2024 23:30 - 15.11.2024 00:00","N/A","973"
"15.11.2024 00:00 - 15.11.2024 00:30","N/A","920"
"15.11.2024 00:30 - 15.11.2024 01:00","N/A","855"
"15.11.2024 01:00 - 15.11.2024 01:30","N/A","797"
"15.11.2024 01:30 - 15.11.2024 02:00","N/A","744"
"15.11.2024 02:00 - 15.11.2024 02:30","N/A","701"
"15.11.2024 02:30 - 15.11.2024 03:00","N/A","669"
"15.11.2024 03:00 - 15.11.2024 03:30","N/A","650"
"15.11.2024 03:30 - 15.11.2024 04:00","N/A","663"
"15.11.2024 04:00 - 15.11.2024 04:30","N/A","647"
"15.11.2024 04:30 - 15.11.2024 05:00","N/A","635"
"15.11.2024 05:00 - 15.11.2024 05:30","N/A","626"
"15.11.2024 05:30 - 15.11.2024 06:00","N/A","615"
"15.11.2024 06:00 - 15.11.2024 06:30","N/A","605"
"15.11.2024 06:30 - 15.11.2024 07:00","N/A","608"
"15.11.2024 07:00 - 15.11.2024 07:30","N/A","612"
"15.11.2024 07:30 - 15.11.2024 08:00","N/A","629"
"15.11.2024 08:00 - 15.11.2024 08:30","N/A","686"
"15.11.2024 08:30 - 15.11.2024 09:00","N/A","755"
"15.11.2024 09:00 - 15.11.2024 09:30","N/A","851"
"15.11.2024 09:30 - 15.11.2024 10:00","N/A","975"
"15.11.2024 10:00 - 15.11.2024 10:30","N/A","1029"
"15.11.2024 10:30 - 15.11.2024 11:00","N/A","1056"
"15.11.2024 11:00 - 15.11.2024 11:30","N/A","1072"
"15.11.2024 11:30 - 15.11.2024 12:00","N/A","1090"
"15.11.2024 12:00 - 15.11.2024 12:30","N/A","1079"
"15.11.2024 12:30 - 15.11.2024 13:00","N/A","1066"
"15.11.2024 13:00 - 15.11.2024 13:30","N/A","1061"
"15.11.2024 13:30 - 15.11.2024 14:00","N/A","1040"
"15.11.2024 14:00 - 15.11.2024 14:30","N/A","1040"
"15.11.2024 14:30 - 15.11.2024 15:00","N/A","1027"
"15.11.2024 15:00 - 15.11.2024 15:30","N/A","1019"
"15.11.2024 15:30 - 15.11.2024 16:00","N/A","989"
"15.11.2024 16:00 - 15.11.2024 16:30","N/A","989"
"15.11.2024 16:30 - 15.11.2024 17:00","N/A","992"
"15.11.2024 17:00 - 15.11.2024 17:30","N/A","987"
"15.11.2024 17:30 - 15.11.2024 18:00","N/A","1000"
"15.11.2024 18:00 - 15.11.2024 18:30","N/A","1018"
"15.11.2024 18:30 - 15.11.2024 19:00","N/A","1084"
"15.11.2024 19:00 - 15.11.2024 19:30","N/A","1154"
"15.11.2024 19:30 - 15.11.2024 20:00","N/A","1171"
"15.11.2024 20:00 - 15.11.2024 20:30","N/A","1145"
"15.11.2024 20:30 - 15.11.2024 21:00","N/A","1106"
"15.11.2024 21:00 - 15.11.2024 21:30","N/A","1066"
"15.11.2024 21:30 - 15.11.2024 22:00","N/A","1019"
"15.11.2024 22:00 - 15.11.2024 22:30","N/A","983"
"15.11.2024 22:30 - 15.11.2024 23:00","N/A","940"
"15.11.2024 23:00 - 15.11.2024 23:30","N/A","895"
"15.11.2024 23:30 - 16.11.2024 00:00","N/A","850"
"16.11.2024 00:00 - 16.11.2024 00:30","N/A","806"
"16.11.2024 00:30 - 16.11.2024 01:00","N/A","759"
"16.11.2024 01:00 - 16.11.2024 01:30","N/A","706"
"16.11.2024 01:30 - 16.11.2024 02:00","N/A","662"
"16.11.2024 02:00 - 16.11.2024 02:30","N/A","624"
"16.11.2024 02:30 - 16.11.2024 03:00","N/A","588"
"16.11.2024 03:00 - 16.11.2024 03:30","N/A","583"
"16.11.2024 03:30 - 16.11.2024 04:00","N/A","594"
"16.11.2024 04:00 - 16.11.2024 04:30","N/A","581"
"16.11.2024 04:30 - 16.11.2024 05:00","N/A","576"
"16.11.2024 05:00 - 16.11.2024 05:30","N/A","561"
"16.11.2024 05:30 - 16.11.2024 06:00","N/A","552"
"16.11.2024 06:00 - 16.11.2024 06:30","N/A","547"
"16.11.2024 06:30 - 16.11.2024 07:00","N/A","550"
"16.11.2024 07:00 - 16.11.2024 07:30","N/A","553"
"16.11.2024 07:30 - 16.11.2024 08:00","N/A","566"
"16.11.2024 08:00 - 16.11.2024 08:30","N/A","593"
"16.11.2024 08:30 - 16.11.2024 09:00","N/A","632"
"16.11.2024 09:00 - 16.11.2024 09:30","N/A","678"
"16.11.2024 09:30 - 16.11.2024 10:00","N/A","743"
"16.11.2024 10:00 - 16.11.2024 10:30","N/A","776"
"16.11.2024 10:30 - 16.11.2024 11:00","N/A","818"
"16.11.2024 11:00 - 16.11.2024 11:30","N/A","853"
"16.11.2024 11:30 - 16.11.2024 12:00","N/A","887"
"16.11.2024 12:00 - 16.11.2024 12:30","N/A","904"
"16.11.2024 12:30 - 16.11.2024 13:00","N/A","911"
"16.11.2024 13:00 - 16.11.2024 13:30","N/A","901"
"16.11.2024 13:30 - 16.11.2024 14:00","N/A","886"
"16.11.2024 14:00 - 16.11.2024 14:30","N/A","886"
"16.11.2024 14:30 - 16.11.2024 15:00","N/A","884"
"16.11.2024 15:00 - 16.11.2024 15:30","N/A","888"
"16.11.2024 15:30 - 16.11.2024 16:00","N/A","862"
"16.11.2024 16:00 - 16.11.2024 16:30","N/A","843"
"16.11.2024 16:30 - 16.11.2024 17:00","N/A","845"
"16.11.2024 17:00 - 16.11.2024 17:30","N/A","838"
"16.11.2024 17:30 - 16.11.2024 18:00","N/A","860"
"16.11.2024 18:00 - 16.11.2024 18:30","N/A","897"
"16.11.2024 18:30 - 16.11.2024 19:00","N/A","967"
"16.11.2024 19:00 - 16.11.2024 19:30","N/A","1057"
"16.11.2024 19:30 - 16.11.2024 20:00","N/A","1093"
"16.11.2024 20:00 - 16.11.2024 20:30","N/A","1073"
"16.11.2024 20:30 - 16.11.2024 21:00","N/A","1032"
"16.11.2024 21:00 - 16.11.2024 21:30","N/A","988"
"16.11.2024 21:30 - 16.11.2024 22:00","N/A","948"
"16.11.2024 22:00 - 16.11.2024 22:30","N/A","914"
"16.11.2024 22:30 - 16.11.2024 23:00","N/A","881"
"16.11.2024 23:00 - 16.11.2024 23:30","N/A","852"
"16.11.2024 23:30 - 17.11.2024 00:00","N/A","819"
"17.11.2024 00:00 - 17.11.2024 00:30","N/A","783"
"17.11.2024 00:30 - 17.11.2024 01:00","N/A","741"
"17.11.2024 01:00 - 17.11.2024 01:30","N/A","N/A"
"17.11.2024 01:30 - 17.11.2024 02:00","N/A","N/A"
"17.11.2024 02:00 - 17.11.2024 02:30","N/A","634"
"17.11.2024 02:30 - 17.11.2024 03:00","N/A","608"
"17.11.2024 03:00 - 17.11.2024 03:30","N/A","587"
"17.11.2024 03:30 - 17.11.2024 04:00","N/A","598"
"17.11.2024 04:00 - 17.11.2024 04:30","N/A","581"
"17.11.2024 04:30 - 17.11.2024 05:00","N/A","573"
"17.11.2024 05:00 - 17.11.2024 05:30","N/A","565"
"17.11.2024 05:30 - 17.11.2024 06:00","N/A","555"
"17.11.2024 06:00 - 17.11.2024 06:30","N/A","550"
"17.11.2024 06:30 - 17.11.2024 07:00","N/A","549"
"17.11.2024 07:00 - 17.11.2024 07:30","N/A","550"
"17.11.2024 07:30 - 17.11.2024 08:00","N/A","556"
"17.11.2024 08:00 - 17.11.2024 08:30","N/A","574"
"17.11.2024 08:30 - 17.11.2024 09:00","N/A","599"
"17.11.2024 09:00 - 17.11.2024 09:30","N/A","630"
"17.11.2024 09:30 - 17.11.2024 10:00","N/A","668"
"17.11.2024 10:00 - 17.11.2024 10:30","N/A","696"
"17.11.2024 10:30 - 17.11.2024 11:00","N/A","742"
"17.11.2024 11:00 - 17.11.2024 11:30","N/A","802"
"17.11.2024 11:30 - 17.11.2024 12:00","N/A","855"
"17.11.2024 12:00 - 17.11.2024 12:30","N/A","903"
"17.11.2024 12:30 - 17.11.2024 13:00","N/A","937"
"17.11.2024 13:00 - 17.11.2024 13:30","N/A","939"
"17.11.2024 13:30 - 17.11.2024 14:00","N/A","959"
"17.11.2024 14:00 - 17.11.2024 14:30","N/A","967"
"17.11.2024 14:30 - 17.11.2024 15:00","N/A","978"
"17.11.2024 15:00 - 17.11.2024 15:30","N/A","979"
"17.11.2024 15:30 - 17.11.2024 16:00","N/A","969"
"17.11.2024 16:00 - 17.11.2024 16:30","N/A","939"
"17.11.2024 16:30 - 17.11.2024 17:00","N/A","934"
"17.11.2024 17:00 - 17.11.2024 17:30","N/A","946"
"17.11.2024 17:30 - 17.11.2024 18:00","N/A","963"
"17.11.2024 18:00 - 17.11.2024 18:30","N/A","1007"
"17.11.2024 18:30 - 17.11.2024 19:00","N/A","1067"
"17.11.2024 19:00 - 17.11.2024 19:30","N/A","1158"
"17.11.2024 19:30 - 17.11.2024 20:00","N/A","1175"
"17.11.2024 20:00 - 17.11.2024 20:30","N/A","1155"
"17.11.2024 20:30 - 17.11.2024 21:00","N/A","1110"
"17.11.2024 21:00 - 17.11.2024 21:30","N/A","1074"
"17.11.2024 21:30 - 17.11.2024 22:00","N/A","1033"
"17.11.2024 22:00 - 17.11.2024 22:30","N/A","1002"
"17.11.2024 22:30 - 17.11.2024 23:00","N/A","972"
"17.11.2024 23:00 - 17.11.2024 23:30","N/A","933"
"17.11.2024 23:30 - 18.11.2024 00:00","N/A","878"
"18.11.2024 00:00 - 18.11.2024 00:30","N/A","832"
"18.11.2024 00:30 - 18.11.2024 01:00","N/A","789"
"18.11.2024 01:00 - 18.11.2024 01:30","N/A","739"
"18.11.2024 01:30 - 18.11.2024 02:00","N/A","689"
"18.11.2024 02:00 - 18.11.2024 02:30","N/A","651"
"18.11.2024 02:30 - 18.11.2024 03:00","N/A","626"
"18.11.2024 03:00 - 18.11.2024 03:30","N/A","610"
"18.11.2024 03:30 - 18.11.2024 04:00","N/A","625"
"18.11.2024 04:00 - 18.11.2024 04:30","N/A","616"
"18.11.2024 04:30 - 18.11.2024 05:00","N/A","616"
"18.11.2024 05:00 - 18.11.2024 05:30","N/A","606"
"18.11.2024 05:30 - 18.11.2024 06:00","N/A","603"
"18.11.2024 06:00 - 18.11.2024 06:30","N/A","N/A"
"18.11.2024 06:30 - 18.11.2024 07:00","N/A","N/A"
"18.11.2024 07:00 - 18.11.2024 07:30","N/A","620"
"18.11.2024 07:30 - 18.11.2024 08:00","N/A","642"
"18.11.2024 08:00 - 18.11.2024 08:30","N/A","700"
"18.11.2024 08:30 - 18.11.2024 09:00","N/A","782"
"18.11.2024 09:00 - 18.11.2024 09:30","N/A","892"
"18.11.2024 09:30 - 18.11.2024 10:00","N/A","1025"
"18.11.2024 10:00 - 18.11.2024 10:30","N/A","1094"
"18.11.2024 10:30 - 18.11.2024 11:00","N/A","1120"
"18.11.2024 11:00 - 18.11.2024 11:30","N/A","1140"
"18.11.2024 11:30 - 18.11.2024 12:00","N/A","1169"
"18.11.2024 12:00 - 18.11.2024 12:30","N/A","1172"
"18.11.2024 12:30 - 18.11.2024 13:00","N/A","1168"
"18.11.2024 13:00 - 18.11.2024 13:30","N/A","1189"
"18.11.2024 13:30 - 18.11.2024 14:00","N/A","1186"
"18.11.2024 14:00 - 18.11.2024 14:30","N/A","1179"
"18.11.2024 14:30 - 18.11.2024 15:00","N/A","1191"
"18.11.2024 15:00 - 18.11.2024 15:30","N/A","1198"
"18.11.2024 15:30 - 18.11.2024 16:00","N/A","1173"
"18.11.2024 16:00 - 18.11.2024 16:30","N/A","1165"
"18.11.2024 16:30 - 18.11.2024 17:00","N/A","1153"
"18.11.2024 17:00 - 18.11.2024 17:30","N/A","1150"
"18.11.2024 17:30 - 18.11.2024 18:00","N/A","1179"
"18.11.2024 18:00 - 18.11.2024 18:30","N/A","1212"
"18.11.2024 18:30 - 18.11.2024 19:00","N/A","1307"
"18.11.2024 19:00 - 18.11.2024 19:30","N/A","1351"
"18.11.2024 19:30 - 18.11.2024 20:00","N/A","1346"
"18.11.2024 20:00 - 18.11.2024 20:30","N/A","1301"
"18.11.2024 20:30 - 18.11.2024 21:00","N/A","1242"
"18.11.2024 21:00 - 18.11.2024 21:30","N/A","1183"
"18.11.2024 21:30 - 18.11.2024 22:00","N/A","1146"
"18.11.2024 22:00 - 18.11.2024 22:30","N/A","1100"
"18.11.2024 22:30 - 18.11.2024 23:00","N/A","1069"
"18.11.2024 23:00 - 18.11.2024 23:30","N/A","1040"
"18.11.2024 23:30 - 19.11.2024 00:00","N/A","975"
"19.11.2024 00:00 - 19.11.2024 00:30","N/A","920"
"19.11.2024 00:30 - 19.11.2024 01:00","N/A","864"
"19.11.2024 01:00 - 19.11.2024 01:30","N/A","800"
"19.11.2024 01:30 - 19.11.2024 02:00","N/A","753"
"19.11.2024 02:00 - 19.11.2024 02:30","N/A","704"
"19.11.2024 02:30 - 19.11.2024 03:00","N/A","677"
"19.11.2024 03:00 - 19.11.2024 03:30","N/A","652"
"19.11.2024 03:30 - 19.11.2024 04:00","N/A","672"
"19.11.2024 04:00 - 19.11.2024 04:30","N/A","655"
"19.11.2024 04:30 - 19.11.2024 05:00","N/A","651"
"19.11.2024 05:00 - 19.11.2024 05:30","N/A","638"
"19.11.2024 05:30 - 19.11.2024 06:00","N/A","631"
"19.11.2024 06:00 - 19.11.2024 06:30","N/A","624"
"19.11.2024 06:30 - 19.11.2024 07:00","N/A","623"
"19.11.2024 07:00 - 19.11.2024 07:30","N/A","636"
"19.11.2024 07:30 - 19.11.2024 08:00","N/A","656"
"19.11.2024 08:00 - 19.11.2024 08:30","N/A","710"
"19.11.2024 08:30 - 19.11.2024 09:00","N/A","805"
"19.11.2024 09:00 - 19.11.2024 09:30","N/A","912"
"19.11.2024 09:30 - 19.11.2024 10:00","N/A","1046"
"19.11.2024 10:00 - 19.11.2024 10:30","N/A","1112"
"19.11.2024 10:30 - 19.11.2024 11:00","N/A","1133"
"19.11.2024 11:00 - 19.11.2024 11:30","N/A","1159"
"19.11.2024 11:30 - 19.11.2024 12:00","N/A","1192"
"19.11.2024 12:00 - 19.11.2024 12:30","N/A","1195"
"19.11.2024 12:30 - 19.11.2024 13:00","N/A","1193"
"19.11.2024 13:00 - 19.11.2024 13:30","N/A","1191"
"19.11.2024 13:30 - 19.11.2024 14:00","N/A","1185"
"19.11.2024 14:00 - 19.11.2024 14:30","N/A","1179"
"19.11.2024 14:30 - 19.11.2024 15:00","N/A","1171"
"19.11.2024 15:00 - 19.11.2024 15:30","N/A","1171"
"19.11.2024 15:30 - 19.11.2024 16:00","N/A","1133"
"19.11.2024 16:00 - 19.11.2024 16:30","N/A","1124"
"19.11.2024 16:30 - 19.11.2024 17:00","N/A","1127"
"19.11.2024 17:00 - 19.11.2024 17:30","N/A","1116"
"19.11.2024 17:30 - 19.11.2024 18:00","N/A","1139"
"19.11.2024 18:00 - 19.11.2024 18:30","N/A","1181"
"19.11.2024 18:30 - 19.11.2024 19:00","N/A","1267"
"19.11.2024 19:00 - 19.11.2024 19:30","N/A","1363"
"19.11.2024 19:30 - 19.11.2024 20:00","N/A","1378"
"19.11.2024 20:00 - 19.11.2024 20:30","N/A","1329"
"19.11.2024 20:30 - 19.11.2024 21:00","N/A","1272"
"19.11.2024 21:00 - 19.11.2024 21:30","N/A","1224"
"19.11.2024 21:30 - 19.11.2024 22:00","N/A","1195"
"19.11.2024 22:00 - 19.11.2024 22:30","N/A","1148"
"19.11.2024 22:30 - 19.11.2024 23:00","N/A","1112"
"19.11.2024 23:00 - 19.11.2024 23:30","N/A","1069"
"19.11.2024 23:30 - 20.11.2024 00:00","N/A","1011"
"20.11.2024 00:00 - 20.11.2024 00:30","N/A","945"
"20.11.2024 00:30 - 20.11.2024 01:00","N/A","890"
"20.11.2024 01:00 - 20.11.2024 01:30","N/A","824"
"20.11.2024 01:30 - 20.11.2024 02:00","N/A","776"
"20.11.2024 02:00 - 20.11.2024 02:30","N/A","727"
"20.11.2024 02:30 - 20.11.2024 03:00","N/A","699"
"20.11.2024 03:00 - 20.11.2024 03:30","N/A","674"
"20.11.2024 03:30 - 20.11.2024 04:00","N/A","687"
"20.11.2024 04:00 - 20.11.2024 04:30","N/A","663"
"20.11.2024 04:30 - 20.11.2024 05:00","N/A","658"
"20.11.2024 05:00 - 20.11.2024 05:30","N/A","650"
"20.11.2024 05:30 - 20.11.2024 06:00","N/A","635"
"20.11.2024 06:00 - 20.11.2024 06:30","N/A","637"
"20.11.2024 06:30 - 20.11.2024 07:00","N/A","636"
"20.11.2024 07:00 - 20.11.2024 07:30","N/A","640"
"20.11.2024 07:30 - 20.11.2024 08:00","N/A","659"
"20.11.2024 08:00 - 20.11.2024 08:30","N/A","721"
"20.11.2024 08:30 - 20.11.2024 09:00","N/A","812"
"20.11.2024 09:00 - 20.11.2024 09:30","N/A","N/A"
"20.11.2024 09:30 - 20.11.2024 10:00","N/A","N/A"
"20.11.2024 10:00 - 20.11.2024 10:30","N/A","1146"
"20.11.2024 10:30 - 20.11.2024 11:00","N/A","1170"
"20.11.2024 11:00 - 20.11.2024 11:30","N/A","N/A"
"20.11.2024 11:30 - 20.11.2024 12:00","N/A","N/A"
"20.11.2024 12:00 - 20.11.2024 12:30","N/A","1234"
"20.11.2024 12:30 - 20.11.2024 13:00","N/A","1226"
"20.11.2024 13:00 - 20.11.2024 13:30","N/A","1225"
"20.11.2024 13:30 - 20.11.2024 14:00","N/A","1223"
"20.11.2024 14:00 - 20.11.2024 14:30","N/A","1217"
"20.11.2024 14:30 - 20.11.2024 15:00","N/A","1227"
"20.11.2024 15:00 - 20.11.2024 15:30","N/A","N/A"
"20.11.2024 15:30 - 20.11.2024 16:00","N/A","N/A"
"20.11.2024 16:00 - 20.11.2024 16:30","N/A","1179"
"20.11.2024 16:30 - 20.11.2024 17:00","N/A","1190"
"20.11.2024 17:00 - 20.11.2024 17:30","N/A","1195"
"20.11.2024 17:30 - 20.11.2024 18:00","N/A","1214"
"20.11.2024 18:00 - 20.11.2024 18:30","N/A","1247"
"20.11.2024 18:30 - 20.11.2024 19:00","N/A","1333"
"20.11.2024 19:00 - 20.11.2024 19:30","N/A","N/A"
"20.11.2024 19:30 - 20.11.2024 20:00","N/A","N/A"
"20.11.2024 20:00 - 20.11.2024 20:30","N/A","N/A"
"20.11.2024 20:30 - 20.11.2024 21:00","N/A","N/A"
"20.11.2024 21:00 - 20.11.2024 21:30","N/A","1278"
"20.11.2024 21:30 - 20.11.2024 22:00","N/A","1241"
"20.11.2024 22:00 - 20.11.2024 22:30","N/A","N/A"
"20.11.2024 22:30 - 20.11.2024 23:00","N/A","N/A"
"20.11.2024 23:00 - 20.11.2024 23:30","N/A","1116"
"20.11.2024 23:30 - 21.11.2024 00:00","N/A","1047"
"21.11.2024 00:00 - 21.11.2024 00:30","N/A","987"
"21.11.2024 00:30 - 21.11.2024 01:00","N/A","923"
"21.11.2024 01:00 - 21.11.2024 01:30","N/A","857"
"21.11.2024 01:30 - 21.11.2024 02:00","N/A","807"
"21.11.2024 02:00 - 21.11.2024 02:30","N/A","756"
"21.11.2024 02:30 - 21.11.2024 03:00","N/A","728"
"21.11.2024 03:00 - 21.11.2024 03:30","N/A","709"
"21.11.2024 03:30 - 21.11.2024 04:00","N/A","732"
"21.11.2024 04:00 - 21.11.2024 04:30","N/A","719"
"21.11.2024 04:30 - 21.11.2024 05:00","N/A","714"
"21.11.2024 05:00 - 21.11.2024 05:30","N/A","705"
"21.11.2024 05:30 - 21.11.2024 06:00","N/A","702"
"21.11.2024 06:00 - 21.11.2024 06:30","N/A","693"
"21.11.2024 06:30 - 21.11.2024 07:00","N/A","686"
"21.11.2024 07:00 - 21.11.2024 07:30","N/A","695"
"21.11.2024 07:30 - 21.11.2024 08:00","N/A","707"
"21.11.2024 08:00 - 21.11.2024 08:30","N/A","757"
"21.11.2024 08:30 - 21.11.2024 09:00","N/A","850"
"21.11.2024 09:00 - 21.11.2024 09:30","N/A","957"
"21.11.2024 09:30 - 21.11.2024 10:00","N/A","1099"
"21.11.2024 10:00 - 21.11.2024 10:30","N/A","1159"
"21.11.2024 10:30 - 21.11.2024 11:00","N/A","1188"
"21.11.2024 11:00 - 21.11.2024 11:30","N/A","1216"
"21.11.2024 11:30 - 21.11.2024 12:00","N/A","1237"
"21.11.2024 12:00 - 21.11.2024 12:30","N/A","1229"
"21.11.2024 12:30 - 21.11.2024 13:00","N/A","1213"
"21.11.2024 13:00 - 21.11.2024 13:30","N/A","1210"
"21.11.2024 13:30 - 21.11.2024 14:00","N/A","1203"
"21.11.2024 14:00 - 21.11.2024 14:30","N/A","1200"
"21.11.2024 14:30 - 21.11.2024 15:00","N/A","1215"
"21.11.2024 15:00 - 21.11.2024 15:30","N/A","1211"
"21.11.2024 15:30 - 21.11.2024 16:00","N/A","1183"
"21.11.2024 16:00 - 21.11.2024 16:30","N/A","1184"
"21.11.2024 16:30 - 21.11.2024 17:00","N/A","1180"
"21.11.2024 17:00 - 21.11.2024 17:30","N/A","1164"
"21.11.2024 17:30 - 21.11.2024 18:00","N/A","1178"
"21.11.2024 18:00 - 21.11.2024 18:30","N/A","1207"
"21.11.2024 18:30 - 21.11.2024 19:00","N/A","1271"
"21.11.2024 19:00 - 21.11.2024 19:30","N/A","1341"
"21.11.2024 19:30 - 21.11.2024 20:00","N/A","1350"
"21.11.2024 20:00 - 21.11.2024 20:30","N/A","1316"
"21.11.2024 20:30 - 21.11.2024 21:00","N/A","1265"
"21.11.2024 21:00 - 21.11.2024 21:30","N/A","1238"
"21.11.2024 21:30 - 21.11.2024 22:00","N/A","1178"
"21.11.2024 22:00 - 21.11.2024 22:30","N/A","1132"
"21.11.2024 22:30 - 21.11.2024 23:00","N/A","1088"
"21.11.2024 23:00 - 21.11.2024 23:30","N/A","1042"
"21.11.2024 23:30 - 22.11.2024 00:00","N/A","973"
"22.11.2024 00:00 - 22.11.2024 00:30","N/A","920"
"22.11.2024 00:30 - 22.11.2024 01:00","N/A","867"
"22.11.2024 01:00 - 22.11.2024 01:30","785","795"
"22.11.2024 01:30 - 22.11.2024 02:00","735","732"
"22.11.2024 02:00 - 22.11.2024 02:30","702","693"
"22.11.2024 02:30 - 22.11.2024 03:00","679","671"
"22.11.2024 03:00 - 22.11.2024 03:30","694","679"
"22.11.2024 03:30 - 22.11.2024 04:00","676","686"
"22.11.2024 04:00 - 22.11.2024 04:30","663","663"
"22.11.2024 04:30 - 22.11.2024 05:00","652","664"
"22.11.2024 05:00 - 22.11.2024 05:30","642","653"
"22.11.2024 05:30 - 22.11.2024 06:00","640","653"
"22.11.2024 06:00 - 22.11.2024 06:30","642","643"
"22.11.2024 06:30 - 22.11.2024 07:00","651","650"
"22.11.2024 07:00 - 22.11.2024 07:30","671","664"
"22.11.2024 07:30 - 22.11.2024 08:00","734","682"
"22.11.2024 08:00 - 22.11.2024 08:30","808","740"
"22.11.2024 08:30 - 22.11.2024 09:00","914","830"
"22.11.2024 09:00 - 22.11.2024 09:30","1039","935"
"22.11.2024 09:30 - 22.11.2024 10:00","1104","1061"
"22.11.2024 10:00 - 22.11.2024 10:30","1128","1126"
"22.11.2024 10:30 - 22.11.2024 11:00","1165","1139"
"22.11.2024 11:00 - 22.11.2024 11:30","1182","1180"
"22.11.2024 11:30 - 22.11.2024 12:00","1160","1212"
"22.11.2024 12:00 - 22.11.2024 12:30","1147","1214"
"22.11.2024 12:30 - 22.11.2024 13:00","1128","1205"
"22.11.2024 13:00 - 22.11.2024 13:30","1116","1207"
"22.11.2024 13:30 - 22.11.2024 14:00","1115","1191"
"22.11.2024 14:00 - 22.11.2024 14:30","1112","1172"
"22.11.2024 14:30 - 22.11.2024 15:00","1103","1167"
"22.11.2024 15:00 - 22.11.2024 15:30","1078","1161"
"22.11.2024 15:30 - 22.11.2024 16:00","1061","1142"
"22.11.2024 16:00 - 22.11.2024 16:30","1064","1118"
"22.11.2024 16:30 - 22.11.2024 17:00","1060","1124"
"22.11.2024 17:00 - 22.11.2024 17:30","1074","1122"
"22.11.2024 17:30 - 22.11.2024 18:00","1089","1146"
"22.11.2024 18:00 - 22.11.2024 18:30","1152","1173"
"22.11.2024 18:30 - 22.11.2024 19:00","1235","1256"
"22.11.2024 19:00 - 22.11.2024 19:30","1272","1316"
"22.11.2024 19:30 - 22.11.2024 20:00","1275","1329"
"22.11.2024 20:00 - 22.11.2024 20:30","1220","1291"
"22.11.2024 20:30 - 22.11.2024 21:00","1154","1235"
"22.11.2024 21:00 - 22.11.2024 21:30","1119","1194"
"22.11.2024 21:30 - 22.11.2024 22:00","1078","1152"
"22.11.2024 22:00 - 22.11.2024 22:30","1033","1105"
"22.11.2024 22:30 - 22.11.2024 23:00","983","1068"
"22.11.2024 23:00 - 22.11.2024 23:30","935","1036"
"22.11.2024 23:30 - 23.11.2024 00:00","892","973"
"23.11.2024 00:00 - 23.11.2024 00:30","838","921"
"23.11.2024 00:30 - 23.11.2024 01:00","779","870"
"23.11.2024 01:00 - 23.11.2024 01:30","N/A","812"
"23.11.2024 01:30 - 23.11.2024 02:00","N/A","742"
"23.11.2024 02:00 - 23.11.2024 02:30","N/A","686"
"23.11.2024 02:30 - 23.11.2024 03:00","N/A","642"
"23.11.2024 03:00 - 23.11.2024 03:30","N/A","621"
"23.11.2024 03:30 - 23.11.2024 04:00","N/A","628"
"23.11.2024 04:00 - 23.11.2024 04:30","N/A","595"
"23.11.2024 04:30 - 23.11.2024 05:00","N/A","585"
"23.11.2024 05:00 - 23.11.2024 05:30","N/A","574"
"23.11.2024 05:30 - 23.11.2024 06:00","N/A","564"
"23.11.2024 06:00 - 23.11.2024 06:30","N/A","562"
"23.11.2024 06:30 - 23.11.2024 07:00","N/A","562"
"23.11.2024 07:00 - 23.11.2024 07:30","N/A","567"
